#auto.ord	auto.parent.ord	auto.deprel	gold.ord	gold.parent.ord	gold.deprel	parent_match	PreGenNmod
16	20	punct	16	20	punct	correct	
17	20	mark	17	20	mark	correct	
18	20	xcomp	18	20	xcomp	correct	
19	18	expl:pv	19	18	expl:pv	correct	
20	12	advcl	20	24	advcl	wrong	
21	24	punct	21	24	punct	correct	
22	24	advmod	22	24	advmod	correct	
23	24	advmod	23	24	advmod	correct	
24	8	conj	24	8	parataxis	correct	
25	27	det	25	27	det	correct	
26	27	amod	26	27	amod	correct	
27	24	obj	27	24	obj	correct	
28	27	amod	28	27	amod	correct	
29	8	punct	29	8	punct	correct	
1	0	root	1	3	obj	wrong	
2	1	dep	2	3	nsubj	wrong	
3	2	orphan	3	0	root	wrong	
4	1	punct	4	3	punct	wrong	
1	0	root	1	0	root	wrong	
2	1	expl:pv	2	1	expl:pv	correct	
3	1	punct	3	1	punct	correct	
4	1	vocative	4	1	vocative	correct	
5	4	amod	5	4	amod	correct	
6	1	punct	6	1	punct	correct	
7	8	cc	7	19	advmod	wrong	
8	1	root	8	9	nmod	wrong	1
9	8	dep	9	19	nsubj	wrong	
10	8	dep	10	19	dep	wrong	
11	12	mark	11	12	mark	correct	
12	10	advcl	12	19	advcl	wrong	
13	14	amod	13	14	amod	correct	
14	8	dep	14	19	obj	wrong	
15	16	case	15	16	case	correct	
16	14	nmod	16	19	obl	wrong	
17	16	det	17	16	det	correct	
18	19	nsubj	18	19	obl:arg	correct	
19	1	root	19	1	parataxis	correct	
20	21	punct	20	21	punct	correct	
21	19	xcomp	21	19	parataxis	correct	
22	21	aux	22	21	aux	correct	
23	21	xcomp	23	21	xcomp	correct	
24	21	obl:arg	24	21	obl:arg	correct	
25	24	det	25	24	det	correct	
26	19	punct	26	19	punct	correct	
1	5	cc	1	5	cc	correct	
2	3	mark	2	3	mark	correct	
3	5	advcl	3	5	advcl	correct	
4	3	punct	4	3	punct	correct	
5	0	root	5	0	root	wrong	
6	7	det	6	7	det	correct	
7	5	obl:arg	7	5	obl:arg	correct	
8	7	det	8	7	det	correct	
9	12	punct	9	12	punct	correct	
10	12	mark	10	12	mark	correct	
11	12	obj	11	12	obj	correct	
12	5	ccomp	12	5	ccomp	correct	
13	17	punct	13	17	punct	correct	
14	17	mark	14	17	mark	correct	
15	16	amod	15	16	amod	correct	
16	17	obj	16	17	obj	correct	
17	12	conj	17	12	ccomp	correct	
18	19	cc	18	19	cc	correct	
19	17	conj	19	5	conj	wrong	
20	21	det	20	19	obl:arg	wrong	
21	32	vocative	21	19	nsubj	wrong	
22	32	punct	22	32	punct	correct	
23	32	advmod	23	32	mark	correct	
24	25	case	24	25	case	correct	
25	32	obl	25	32	obl	correct	
26	25	amod	26	25	amod	correct	
27	28	advmod:emph	27	28	advmod:emph	correct	
28	32	obl	28	32	nsubj	correct	
29	32	obj	29	30	advmod:emph	wrong	
30	32	nsubj	30	28	conj	wrong	
31	32	obj	31	32	obj	correct	
32	5	root	32	19	ccomp	wrong	
33	32	punct	33	5	punct	wrong	
1	2	advmod	1	2	advmod	correct	
2	0	root	2	0	root	wrong	
3	2	obj	3	2	obj	correct	
4	2	punct	4	2	punct	correct	
1	3	amod	1	3	nmod	correct	
2	3	det	2	3	det	correct	
3	5	obl	3	11	nmod	wrong	
4	5	cc	4	5	advmod:emph	correct	
5	0	root	5	0	root	wrong	
6	5	expl:pv	6	5	expl:pv	correct	
7	5	advmod	7	5	advmod	correct	
8	11	punct	8	11	punct	correct	
9	11	mark	9	11	mark	correct	
10	11	aux	10	11	aux	correct	
11	5	csubj	11	5	csubj	correct	
12	14	det	12	14	det	correct	
13	14	amod	13	14	amod	correct	
14	11	obl:arg	14	15	nmod	wrong	1
15	11	nsubj	15	11	nsubj	correct	
16	15	amod	16	15	amod	correct	
17	23	cc	17	23	cc	correct	
18	19	amod	18	19	amod	correct	
19	23	obl	19	23	obl	correct	
20	21	case	20	21	case	correct	
21	23	obl	21	23	obl	correct	
22	23	expl:pv	22	23	expl:pv	correct	
23	11	conj	23	11	conj	correct	
24	5	punct	24	5	punct	correct	
1	7	cc	1	7	advmod:emph	correct	
2	3	case	2	3	case	correct	
3	7	obl	3	7	obl	correct	
4	7	obl:arg	4	7	obl:arg	correct	
5	7	advmod	5	7	advmod	correct	
6	7	nsubj	6	7	nsubj	correct	
7	0	root	7	0	root	wrong	
8	7	advmod	8	7	advmod	correct	
9	7	advmod	9	7	advmod	correct	
10	11	cc	10	11	cc	correct	
11	9	conj	11	9	conj	correct	
12	15	punct	12	15	punct	correct	
13	14	case	13	14	case	correct	
14	15	obl	14	15	obl	correct	
15	7	conj	15	7	conj	correct	
16	15	expl:pv	16	15	expl:pv	correct	
17	15	advmod	17	15	advmod	correct	
18	15	advmod	18	15	advmod	correct	
19	21	case	19	21	case	correct	
20	21	amod	20	21	amod	correct	
21	15	obl	21	15	obl	correct	
22	25	cc	22	25	cc	correct	
23	25	advmod	23	25	advmod	correct	
24	25	advmod	24	25	advmod	correct	
25	15	conj	25	15	conj	correct	
26	33	punct	26	33	punct	correct	
27	33	punct	27	33	punct	correct	
28	33	obl:arg	28	33	obl:arg	correct	
29	30	det	29	30	det	correct	
30	33	nsubj	30	33	nsubj	correct	
31	32	case	31	32	case	correct	
32	33	obl	32	33	obl	correct	
33	25	conj	33	25	parataxis	correct	
34	33	advmod	34	33	advmod	correct	
35	7	punct	35	7	punct	correct	
1	0	root	1	0	root	wrong	
2	1	punct	2	1	punct	correct	
3	4	nmod	3	1	dep	wrong	
4	1	vocative	4	1	vocative	correct	
5	1	punct	5	1	punct	correct	
6	7	case	6	7	case	correct	
7	1	obl	7	1	obl	correct	
8	7	nmod	8	9	case	wrong	
9	8	nmod	9	1	obl	wrong	
10	9	amod	10	9	amod	correct	
11	1	punct	11	1	punct	correct	
1	2	case	1	2	case	correct	
2	0	root	2	6	obl	wrong	
3	4	amod	3	4	amod	correct	
4	2	nmod	4	2	nmod	correct	
5	4	nmod	5	4	conj	correct	
6	5	nmod	6	0	root	wrong	
7	6	amod	7	5	amod	wrong	
8	2	punct	8	6	punct	wrong	
1	0	root	1	0	root	wrong	
2	1	obl:arg	2	1	obl:arg	correct	
3	1	punct	3	1	punct	correct	
4	1	vocative	4	1	vocative	correct	
5	9	punct	5	9	punct	correct	
6	9	mark	6	9	mark	correct	
7	8	det	7	8	det	correct	
8	9	nsubj	8	10	nsubj	wrong	
9	1	dep	9	1	ccomp	correct	
10	9	nsubj	10	9	nsubj	correct	
11	1	punct	11	1	punct	correct	
1	0	root	1	0	root	wrong	
2	1	obl:arg	2	1	obl:arg	correct	
3	1	punct	3	1	punct	correct	
4	1	vocative	4	1	vocative	correct	
5	8	punct	5	8	punct	correct	
6	8	mark	6	8	mark	correct	
7	8	obj	7	8	obj	correct	
8	1	dep	8	1	ccomp	correct	
9	10	amod	9	10	amod	correct	
10	8	nsubj	10	8	nsubj	correct	
11	1	punct	11	1	punct	correct	
1	2	det	1	2	det	correct	
2	5	nsubj	2	5	nsubj	correct	
3	5	punct	3	2	punct	wrong	
4	5	punct	4	2	punct	wrong	
5	0	root	5	0	root	wrong	
6	7	amod	6	7	amod	correct	
7	5	obj	7	5	obj	correct	
8	9	punct	8	9	punct	correct	
9	5	conj	9	5	conj	correct	
10	11	amod	10	11	amod	correct	
11	9	obj	11	9	obj	correct	
12	5	punct	12	5	punct	correct	
13	16	det	13	16	det	correct	
14	16	amod	14	16	amod	correct	
15	14	expl:pv	15	14	expl:pv	correct	
16	5	root	16	20	nsubj	wrong	
17	18	case	17	18	case	correct	
18	20	obl	18	20	obl	correct	
19	20	advmod:emph	19	20	advmod:emph	correct	
20	5	root	20	5	parataxis	correct	
21	20	cop	21	20	cop	correct	
22	20	punct	22	5	punct	wrong	
1	2	amod	1	2	amod	correct	
2	3	obj	2	3	obj	correct	
3	0	root	3	0	root	wrong	
4	3	nsubj	4	3	nsubj	correct	
5	4	xcomp	5	4	amod	correct	
6	11	punct	6	11	punct	correct	
7	8	case	7	8	case	correct	
8	11	obl	8	11	obl	correct	
9	10	det	9	10	det	correct	
10	11	obl:arg	10	11	obl:arg	correct	
11	3	conj	11	3	conj	correct	
12	16	punct	12	16	punct	correct	
13	16	mark	13	16	mark	correct	
14	16	expl:pv	14	16	expl:pv	correct	
15	16	nsubj	15	16	nsubj	correct	
16	11	advcl	16	11	advcl	correct	
17	3	punct	17	3	punct	correct	
1	3	nsubj:pass	1	3	nsubj	correct	
2	3	expl:pass	2	3	expl:pv	correct	
3	0	root	3	0	root	wrong	
4	3	obl:arg	4	3	obl:arg	correct	
5	7	punct	5	7	punct	correct	
6	7	xcomp	6	7	xcomp	correct	
7	3	conj	7	3	conj	correct	
8	9	advmod:emph	8	6	advmod:emph	wrong	
9	10	obj	9	10	obj	correct	
10	7	xcomp	10	7	xcomp	correct	
11	12	punct	11	12	punct	correct	
12	3	conj	12	3	conj	correct	
13	12	obj	13	12	obj	correct	
14	15	punct	14	15	punct	correct	
15	13	conj	15	13	conj	correct	
16	17	punct	16	17	punct	correct	
17	13	conj	17	13	conj	correct	
18	19	punct	18	19	punct	correct	
19	3	conj	19	3	conj	correct	
20	21	amod	20	21	amod	correct	
21	19	nsubj	21	19	obj	correct	
22	3	punct	22	3	punct	correct	
1	0	root	1	11	nsubj	wrong	
2	5	punct	2	5	punct	correct	
3	5	det	3	5	det	correct	
4	5	amod	4	5	amod	correct	
5	1	appos	5	1	appos	correct	
6	11	punct	6	5	punct	wrong	
7	8	case	7	8	case	correct	
8	11	obl	8	11	obl	correct	
9	10	punct	9	10	punct	correct	
10	8	conj	10	8	conj	correct	
11	1	conj	11	0	root	wrong	
12	21	punct	12	21	punct	correct	
13	17	mark	13	17	mark	correct	
14	17	amod	14	17	amod	correct	
15	16	punct	15	16	punct	correct	
16	14	conj	16	14	conj	correct	
17	21	nsubj	17	21	advcl	correct	
18	19	case	18	19	case	correct	
19	17	nmod	19	21	obl	wrong	
20	21	advmod:emph	20	21	advmod:emph	correct	
21	1	dep	21	11	conj	wrong	
22	1	punct	22	11	punct	wrong	
1	6	obj	1	6	nsubj	correct	
2	3	punct	2	3	punct	correct	
3	1	conj	3	1	conj	correct	
4	5	cc	4	5	cc	correct	
5	1	conj	5	1	conj	correct	
6	0	root	6	0	root	wrong	
7	8	punct	7	8	punct	correct	
8	6	conj	8	6	conj	correct	
9	8	obj	9	8	obj	correct	
10	11	punct	10	11	punct	correct	
11	6	conj	11	6	conj	correct	
12	13	case	12	13	case	correct	
13	11	obl	13	11	obl	correct	
14	11	obj	14	11	obj	correct	
15	16	punct	15	16	punct	correct	
16	6	conj	16	6	conj	correct	
17	18	case	17	18	case	correct	
18	16	orphan	18	19	nmod	wrong	
19	16	orphan	19	16	obj	correct	
20	6	punct	20	6	punct	correct	
1	4	nsubj	1	4	nsubj	correct	
2	4	obl:arg	2	4	obl:arg	correct	
3	4	cop	3	4	cop	correct	
4	0	root	4	0	root	wrong	
5	6	punct	5	6	punct	correct	
6	4	conj	6	4	conj	correct	
7	6	orphan	7	6	nsubj	correct	
8	6	orphan	8	6	obj	correct	
9	4	punct	9	4	punct	correct	
10	13	obj	10	11	nmod	wrong	1
11	10	nmod	11	12	nmod	wrong	1
12	13	advmod	12	13	obj	correct	
13	4	root	13	4	parataxis	correct	
14	15	case	14	15	case	correct	
15	13	obl	15	13	obl	correct	
16	15	nmod	16	15	nmod	correct	
17	13	punct	17	13	punct	correct	
1	0	root	1	3	dep	wrong	
2	3	punct	2	3	punct	correct	
3	1	conj	3	0	root	wrong	
4	5	det	4	5	det	correct	
5	3	nmod	5	3	nmod	correct	
6	1	punct	6	3	punct	wrong	
1	0	root	1	3	advmod	wrong	
2	3	det	2	3	det	correct	
3	1	dep	3	0	root	wrong	
4	1	punct	4	3	punct	wrong	
1	0	root	1	0	root	wrong	
2	1	expl:pv	2	1	expl:pv	correct	
3	4	case	3	4	case	correct	
4	1	obl:arg	4	1	obl	correct	
5	6	amod	5	6	amod	correct	
6	1	obl:arg	6	1	obl:arg	correct	
7	8	punct	7	8	punct	correct	
8	1	conj	8	1	parataxis	correct	
9	13	punct	9	13	punct	correct	
10	13	punct	10	13	punct	correct	
11	13	nsubj	11	13	nsubj	correct	
12	13	cop	12	13	cop	correct	
13	8	ccomp	13	8	ccomp	correct	
14	1	punct	14	8	punct	wrong	
1	0	root	1	0	root	wrong	
2	1	punct	2	1	punct	correct	
3	4	nmod	3	1	dep	wrong	
4	1	vocative	4	1	vocative	correct	
5	1	punct	5	1	punct	correct	
6	7	case	6	7	case	correct	
7	1	obl	7	1	obl	correct	
8	1	punct	8	1	punct	correct	
1	0	root	1	6	amod	wrong	
2	1	advmod	2	3	advmod	wrong	
3	1	cop	3	0	root	wrong	
4	5	case	4	5	case	correct	
5	1	obl	5	3	obl	wrong	
6	1	nsubj	6	3	nsubj	wrong	
7	1	punct	7	8	punct	wrong	
8	1	root	8	3	parataxis	wrong	
9	11	case	9	11	case	correct	
10	11	amod	10	11	amod	correct	
11	8	obl	11	8	obl	correct	
12	8	advmod	12	8	advmod	correct	
13	15	punct	13	15	punct	correct	
14	15	advmod	14	15	advmod	correct	
15	8	advcl	15	12	acl:relcl	wrong	
16	15	nsubj	16	15	nsubj	correct	
17	8	punct	17	8	punct	correct	
1	0	root	1	0	root	wrong	
2	1	punct	2	1	punct	correct	
3	4	nmod	3	1	dep	wrong	
4	1	vocative	4	1	vocative	correct	
5	1	punct	5	1	punct	correct	
6	7	case	6	7	case	correct	
7	1	obl	7	1	obl	correct	
8	12	punct	8	12	punct	correct	
9	12	mark	9	12	advmod	correct	
10	11	advmod:emph	10	11	dep	correct	
11	12	nsubj	11	12	nsubj	correct	
12	1	advcl	12	7	acl:relcl	wrong	
13	22	punct	13	22	punct	correct	
14	22	mark	14	22	advmod	correct	
15	22	expl:pass	15	22	expl:pass	correct	
16	22	nsubj:pass	16	22	nsubj	correct	
17	18	case	17	18	case	correct	
18	22	obl	18	22	obl	correct	
19	18	advmod	19	22	advmod	wrong	
20	18	punct	20	21	punct	wrong	
21	22	advmod	21	19	conj	wrong	
22	1	conj	22	12	conj	wrong	
23	1	punct	23	1	punct	correct	
1	0	root	1	0	root	wrong	
2	1	punct	2	1	punct	correct	
3	4	nmod	3	1	dep	wrong	
4	1	vocative	4	1	vocative	correct	
5	1	punct	5	1	punct	correct	
6	1	dep	6	1	obj	correct	
7	1	dep	7	6	nmod	wrong	
8	12	punct	8	12	punct	correct	
9	11	case	9	11	case	correct	
10	11	amod	10	11	amod	correct	
11	12	obl	11	12	obl	correct	
12	1	conj	12	7	acl	wrong	
13	17	punct	13	17	punct	correct	
14	17	mark	14	17	mark	correct	
15	17	aux	15	17	aux	correct	
16	17	advmod	16	17	advmod	correct	
17	1	conj	17	12	advcl	wrong	
18	17	cop	18	17	cop	correct	
19	21	case	19	21	case	correct	
20	21	amod	20	21	amod	correct	
21	22	obl	21	22	obl	correct	
22	1	root	22	17	xcomp	wrong	
23	22	punct	23	6	punct	wrong	
1	0	root	1	0	root	wrong	
2	3	amod	2	3	amod	correct	
3	1	nsubj	3	1	nsubj	correct	
4	5	punct	4	5	punct	correct	
5	3	conj	5	3	conj	correct	
6	7	advmod	6	7	advmod	correct	
7	5	amod	7	5	amod	correct	
8	10	punct	8	11	punct	wrong	
9	10	mark	9	11	mark	wrong	
10	7	obl	10	11	obl	wrong	
11	10	dep	11	1	orphan	wrong	
12	14	punct	12	14	punct	correct	
13	15	obl:arg	13	15	obl:arg	correct	
14	11	acl:relcl	14	11	acl:relcl	correct	
15	14	csubj	15	14	csubj	correct	
16	19	punct	16	19	punct	correct	
17	18	case	17	18	case	correct	
18	20	obl	18	20	obl	correct	
19	14	conj	19	14	conj	correct	
20	19	csubj	20	19	csubj	correct	
21	22	advmod:emph	21	22	advmod:emph	correct	
22	20	obj	22	20	obj	correct	
23	22	amod	23	22	amod	correct	
24	33	punct	24	33	punct	correct	
25	26	case	25	26	case	correct	
26	31	obl	26	31	obl	correct	
27	28	case	27	28	case	correct	
28	33	obl	28	33	obl	correct	
29	33	nsubj	29	33	nsubj	correct	
30	31	advmod:emph	30	31	advmod:emph	correct	
31	33	xcomp	31	33	xcomp	correct	
32	31	expl:pv	32	31	expl:pv	correct	
33	22	acl:relcl	33	22	acl:relcl	correct	
34	35	punct	34	35	punct	correct	
35	3	conj	35	3	appos	correct	
36	1	punct	36	1	punct	correct	
1	2	nsubj	1	2	nsubj	correct	
2	0	root	2	0	root	wrong	
3	2	obj	3	2	obj	correct	
4	7	punct	4	7	punct	correct	
5	7	obj	5	7	obj	correct	
6	7	nsubj	6	7	nsubj	correct	
7	2	conj	7	2	parataxis	correct	
8	11	punct	8	11	punct	correct	
9	11	nsubj	9	12	det	wrong	
10	11	dep	10	12	amod	wrong	
11	2	conj	11	7	conj	wrong	
12	11	obj	12	11	obj	correct	
13	11	punct	13	15	punct	wrong	
14	11	dep	14	15	advmod	wrong	
15	11	dep	15	11	orphan	correct	
16	11	dep	16	15	obj	wrong	
17	16	nmod	17	16	nmod	correct	
18	20	punct	18	15	punct	wrong	
19	20	cc	19	29	cc	wrong	
20	11	advmod	20	29	advmod	wrong	
21	22	case	21	22	case	correct	
22	20	obl	22	20	obl	correct	
23	29	punct	23	27	punct	wrong	
24	25	det	24	25	det	correct	
25	29	nsubj	25	27	nmod	wrong	1
26	27	case	26	27	case	correct	
27	29	obl	27	22	conj	wrong	
28	29	advmod:emph	28	29	advmod:emph	correct	
29	2	conj	29	11	conj	wrong	
30	31	punct	30	31	punct	correct	
31	2	conj	31	29	conj	wrong	
32	31	expl:pv	32	31	expl:pv	correct	
33	31	obl:arg	33	35	det	wrong	
34	35	amod	34	35	amod	correct	
35	31	nsubj	35	31	nsubj	correct	
36	2	punct	36	2	punct	correct	
1	0	root	1	5	dep	wrong	
2	1	punct	2	5	punct	wrong	
3	1	conj	3	5	mark	wrong	
4	1	dep	4	5	nsubj	wrong	
5	1	dep	5	0	root	wrong	
6	1	dep	6	5	advmod	wrong	
7	9	punct	7	9	punct	correct	
8	9	mark	8	9	mark	correct	
9	1	dep	9	5	advcl	wrong	
10	9	cop	10	9	aux	correct	
11	14	punct	11	14	punct	correct	
12	14	nsubj	12	14	mark	correct	
13	14	obj	13	14	obj	correct	
14	9	conj	14	9	conj	correct	
15	14	punct	15	14	aux	correct	
16	19	case	16	18	det	correct	
17	19	det	16	18	det	correct	
18	19	amod	17	18	amod	correct	
19	14	obl	18	13	nmod	wrong	
20	27	punct	19	26	punct	correct	
21	27	mark	20	26	mark	correct	
22	27	obl	21	26	obl	correct	
23	22	amod	22	21	amod	correct	
24	23	expl:pv	23	22	expl:pv	correct	
25	26	case	24	25	case	correct	
26	23	obl	25	26	obl	wrong	
27	19	conj	26	9	conj	wrong	
28	34	punct	27	34	punct	wrong	
29	34	advmod	28	34	advmod	wrong	
30	34	punct	29	34	punct	wrong	
31	34	vocative	30	34	vocative	wrong	
32	34	punct	31	34	punct	wrong	
33	34	advmod	32	34	advmod	wrong	
34	1	conj	33	34	cop	wrong	
35	34	advmod	34	5	parataxis	wrong	
36	38	punct	35	37	punct	correct	
37	38	mark	36	37	mark	correct	
38	35	advcl	37	34	advcl	correct	
39	40	case	38	39	case	correct	
40	38	nmod	39	37	nmod	correct	
41	1	punct	40	5	punct	wrong	
1	3	nsubj	1	3	nsubj	correct	
2	3	advmod	2	3	advmod	correct	
3	0	root	3	0	root	wrong	
4	5	punct	4	5	punct	correct	
5	3	conj	5	3	parataxis	correct	
6	5	obj	6	5	obj	correct	
7	6	nmod	7	6	nmod	correct	
8	13	punct	8	13	punct	correct	
9	13	cc	9	13	cc	correct	
10	13	advmod	10	13	advmod	correct	
11	12	advmod:emph	11	12	advmod:emph	correct	
12	13	nsubj	12	13	nsubj	correct	
13	3	conj	13	3	conj	correct	
14	16	punct	14	16	punct	correct	
15	16	advmod	15	16	advmod	correct	
16	13	conj	16	12	amod	wrong	
17	18	punct	17	18	punct	correct	
18	16	conj	18	16	conj	correct	
19	22	punct	19	22	punct	correct	
20	22	obl:arg	20	22	obl:arg	correct	
21	22	nsubj	21	23	amod	wrong	
22	18	acl:relcl	22	16	conj	wrong	
23	22	obj	23	22	obj	correct	
24	22	advmod	24	22	advmod	correct	
25	22	obl:arg	25	26	nmod	wrong	1
26	25	nmod	26	22	nsubj	wrong	
27	30	punct	27	30	punct	correct	
28	30	obl:arg	28	30	obl:arg	correct	
29	30	nsubj	29	30	nsubj	correct	
30	22	conj	30	22	conj	correct	
31	30	obj	31	30	obj	correct	
32	31	nmod	32	31	nmod	correct	
33	34	case	33	34	case	correct	
34	30	obl	34	30	obl	correct	
35	3	punct	35	3	punct	correct	
1	2	advmod:emph	1	2	advmod:emph	correct	
2	7	advmod	2	7	advmod	correct	
3	7	nsubj	3	6	nmod	wrong	1
4	3	det	4	3	det	correct	
5	7	obj	5	7	obj	correct	
6	7	nsubj	6	7	nsubj	correct	
7	0	root	7	0	root	wrong	
8	10	punct	8	10	punct	correct	
9	10	advmod:emph	9	10	advmod:emph	correct	
10	7	conj	10	7	conj	correct	
11	10	nsubj	11	10	nsubj	correct	
12	10	obl	12	13	nummod:gov	wrong	
13	12	nmod	13	10	nmod	wrong	
14	16	case	14	19	case	wrong	
15	16	amod	15	16	amod	correct	
16	10	obl	16	19	nmod	wrong	1
17	19	det	17	16	det	wrong	
18	19	amod	18	19	amod	correct	
19	16	nmod	19	10	obl	wrong	
20	26	cc	20	26	cc	correct	
21	23	case	21	23	case	correct	
22	23	det	22	23	det	correct	
23	26	obl	23	26	obl	correct	
24	26	expl:pv	24	26	expl:pv	correct	
25	26	obl	25	26	obl	correct	
26	10	conj	26	10	conj	correct	
27	7	punct	27	7	punct	correct	
28	7	punct	28	7	punct	correct	
29	7	punct	29	7	punct	correct	
1	3	mark	1	3	mark	correct	
2	3	advmod	2	3	advmod	correct	
3	11	advcl	3	11	advcl	correct	
4	5	case	4	5	case	correct	
5	3	obl	5	3	obl	correct	
6	5	det	6	5	det	correct	
7	3	punct	7	3	punct	correct	
8	11	aux	8	11	aux	correct	
9	11	expl:pv	9	11	expl:pv	correct	
10	11	obl:arg	10	11	obl:arg	correct	
11	0	root	11	0	root	wrong	
12	14	punct	12	14	punct	correct	
13	14	mark	13	14	mark	correct	
14	11	dep	14	11	ccomp	correct	
15	16	case	15	16	case	correct	
16	14	conj	16	14	obl	correct	
17	18	case	17	18	case	correct	
18	14	conj	18	14	obl	correct	
19	22	cc	19	22	cc	correct	
20	22	mark	20	22	mark	correct	
21	22	obj	21	22	iobj	correct	
22	14	conj	22	14	conj	correct	
23	22	xcomp	23	22	xcomp	correct	
24	30	punct	24	30	punct	correct	
25	30	mark	25	30	mark	correct	
26	30	expl:pv	26	30	expl:pv	correct	
27	28	case	27	28	case	correct	
28	30	obl	28	30	obl	correct	
29	30	advmod	29	30	advmod	correct	
30	14	conj	30	14	conj	correct	
31	34	punct	31	34	punct	correct	
32	34	mark	32	34	mark	correct	
33	34	obj	33	34	obj	correct	
34	14	conj	34	14	conj	correct	
35	38	punct	35	38	punct	correct	
36	38	mark	36	38	mark	correct	
37	38	obj	37	38	obj	correct	
38	14	conj	38	14	conj	correct	
39	43	punct	39	43	punct	correct	
40	43	mark	40	43	mark	correct	
41	43	aux	41	43	aux	correct	
42	49	obl:arg	42	49	obl:arg	correct	
43	38	advcl	43	38	advcl	correct	
44	49	obj	44	49	obj	correct	
45	46	case	45	46	case	correct	
46	49	obl	46	49	obl	correct	
47	48	case	47	48	case	correct	
48	49	advmod	48	49	advmod	correct	
49	43	xcomp	49	43	xcomp	correct	
50	11	punct	50	11	punct	correct	
1	0	root	1	0	root	wrong	
2	1	expl:pv	2	1	expl:pv	correct	
3	4	mark	3	4	mark	correct	
4	1	advcl	4	1	advcl	correct	
5	9	punct	5	9	punct	correct	
6	7	case	6	7	case	correct	
7	9	obl:arg	7	9	obl:arg	correct	
8	9	nsubj	8	9	nsubj	correct	
9	4	acl:relcl	9	4	acl:relcl	correct	
10	9	punct	10	9	punct	correct	
11	12	punct	11	12	punct	correct	
12	1	conj	12	1	conj	correct	
13	12	obl:arg	13	12	obl:arg	correct	
14	12	obj	14	12	obj	correct	
15	16	punct	15	16	punct	correct	
16	1	conj	16	1	conj	correct	
17	16	obl:arg	17	16	obl:arg	correct	
18	16	obj	18	16	obj	correct	
19	20	punct	19	20	punct	correct	
20	1	conj	20	1	conj	correct	
21	20	obl:arg	21	20	obl:arg	correct	
22	23	amod	22	23	nmod	correct	1
23	20	obj	23	20	obj	correct	
24	25	punct	24	25	punct	correct	
25	1	conj	25	1	conj	correct	
26	28	det	26	28	det	correct	
27	28	amod	27	28	amod	correct	
28	25	nsubj	28	25	nsubj	correct	
29	32	punct	29	32	punct	correct	
30	32	mark	30	32	mark	correct	
31	32	amod	31	32	nmod	correct	1
32	25	advcl	32	25	advcl	correct	
33	36	punct	33	36	punct	correct	
34	36	mark	34	36	mark	correct	
35	36	aux	35	36	aux	correct	
36	25	advcl	36	25	advcl	correct	
37	36	obl:arg	37	36	obl:arg	correct	
38	36	obj	38	36	obj	correct	
39	42	punct	39	42	punct	correct	
40	41	case	40	41	case	correct	
41	42	obl:arg	41	42	obl:arg	correct	
42	38	acl:relcl	42	38	acl:relcl	correct	
43	42	punct	43	42	punct	correct	
44	1	punct	44	1	punct	correct	
1	0	root	1	0	root	wrong	
2	1	expl:pv	2	1	expl:pv	correct	
3	4	case	3	4	case	correct	
4	1	obl:arg	4	5	nmod	wrong	
5	1	obj	5	1	obj	correct	
6	9	punct	6	9	punct	correct	
7	8	case	7	8	case	correct	
8	9	obl	8	9	obl	correct	
9	5	acl:relcl	9	5	acl:relcl	correct	
10	11	obj	10	11	obj	correct	
11	9	csubj	11	9	csubj	correct	
12	15	punct	12	15	punct	correct	
13	15	obl	13	15	obl	correct	
14	15	obj	14	15	obj	correct	
15	1	conj	15	1	conj	correct	
16	17	punct	16	17	punct	correct	
17	15	conj	17	1	advcl	wrong	
18	17	xcomp	18	17	xcomp	correct	
19	20	cc	19	20	cc	correct	
20	18	conj	20	18	conj	correct	
21	22	det	21	22	det	correct	
22	18	obj	22	18	obj	correct	
23	25	punct	23	25	punct	correct	
24	25	det	24	25	det	correct	
25	22	conj	25	22	conj	correct	
26	28	case	26	28	case	correct	
27	28	amod	27	28	amod	correct	
28	25	nmod	28	18	obl	wrong	
29	28	nmod	29	28	nmod	correct	
30	31	punct	30	31	punct	correct	
31	18	conj	31	18	conj	correct	
32	36	advmod	32	36	advmod	correct	
33	36	obj	33	36	obj	correct	
34	35	case	34	35	case	correct	
35	36	obl	35	36	obl	correct	
36	31	xcomp	36	31	xcomp	correct	
37	1	punct	37	1	punct	correct	
1	0	root	1	0	root	wrong	
2	1	amod	2	1	amod	correct	
3	4	case	3	4	case	correct	
4	2	obl	4	2	obl	correct	
5	7	punct	5	1	punct	wrong	
6	1	appos	6	1	cop	correct	
7	1	appos	7	1	appos	correct	
8	1	punct	8	1	punct	correct	
1	2	obl	1	2	obl	correct	
2	0	root	2	7	advcl	wrong	
3	7	punct	3	7	punct	correct	
4	7	obl	4	7	advmod	correct	
5	6	case	5	6	case	correct	
6	7	dep	6	7	dep	correct	
7	2	conj	7	0	root	wrong	
8	10	punct	8	10	punct	correct	
9	10	obl	9	10	obl	correct	
10	2	conj	10	13	advcl	wrong	
11	13	punct	11	13	punct	correct	
12	13	obl	12	13	obl	correct	
13	2	conj	13	7	conj	wrong	
14	13	expl:pv	14	13	expl:pv	correct	
15	2	punct	15	7	punct	wrong	
1	2	mark	1	2	mark	correct	
2	3	advcl	2	3	advcl	correct	
3	0	root	3	0	root	wrong	
4	5	case	4	5	case	correct	
